terminal,at_utc,claimed,reason,claimed_item_id,history_skipped,q08_dsr_context_skipped,ram_class_skipped,history_claim_preflights_count
T2,2026-09-15T09:27:43.206+00:00,False,no_pending_claimable,,103,8,288,3
T5,2026-09-15T09:27:45.840+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:27:45.908+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:27:47.394+00:00,False,no_pending_claimable,,,,,0
T2,2026-09-15T09:27:49.464+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:27:52.697+00:00,False,no_pending_claimable,,,,,0
T5,2026-09-15T09:27:56.122+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:28:01.544+00:00,False,no_pending_claimable,,103,8,296,3
T7,2026-09-15T09:28:01.570+00:00,False,claim_order_snapshot_stale,,,,,3
T8,2026-09-15T09:28:02.446+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:28:03.291+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:28:03.291+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:28:04.120+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:28:07.586+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:28:07.917+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:28:08.971+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:28:10.294+00:00,False,no_pending_claimable,,103,8,285,3
T7,2026-09-15T09:28:13.244+00:00,False,no_pending_claimable,,103,8,286,3
T3,2026-09-15T09:28:15.365+00:00,False,no_pending_claimable,,,,,0
T5,2026-09-15T09:28:15.659+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:28:17.337+00:00,False,no_pending_claimable,,,,,0
T9,2026-09-15T09:28:18.928+00:00,False,no_pending_claimable,,103,8,296,3
T5,2026-09-15T09:28:22.680+00:00,False,no_pending_claimable,,,,,0
T7,2026-09-15T09:28:23.045+00:00,False,no_pending_claimable,,103,8,286,3
T3,2026-09-15T09:28:25.859+00:00,False,no_pending_claimable,,103,8,296,3
T9,2026-09-15T09:28:26.095+00:00,False,no_pending_claimable,,,,,0
T1,2026-09-15T09:28:28.379+00:00,False,no_pending_claimable,,103,8,285,3
T7,2026-09-15T09:28:30.559+00:00,False,no_pending_claimable,,,,,0
T5,2026-09-15T09:28:36.394+00:00,False,claim_order_snapshot_stale,,,,,3
T8,2026-09-15T09:28:37.110+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:28:37.125+00:00,False,no_pending_claimable,,103,8,288,3
T9,2026-09-15T09:28:40.077+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:28:40.264+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:28:42.882+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:28:42.913+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:28:44.081+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:28:45.305+00:00,False,no_pending_claimable,,105,9,293,3
T5,2026-09-15T09:28:48.454+00:00,False,no_pending_claimable,,105,9,293,3
T2,2026-09-15T09:28:49.557+00:00,False,no_pending_claimable,,105,9,285,3
T4,2026-09-15T09:28:52.002+00:00,False,no_pending_claimable,,,,,0
T5,2026-09-15T09:28:55.490+00:00,False,no_pending_claimable,,,,,0
T2,2026-09-15T09:28:56.434+00:00,False,no_pending_claimable,,,,,0
T4,2026-09-15T09:29:02.318+00:00,False,no_pending_claimable,,105,9,293,3
T5,2026-09-15T09:29:08.210+00:00,False,no_pending_claimable,,105,9,293,3
T2,2026-09-15T09:29:12.278+00:00,False,no_pending_claimable,,105,9,285,3
T10,2026-09-15T09:29:16.550+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:29:17.525+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:29:17.616+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:29:18.128+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:29:19.146+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:29:22.008+00:00,False,claim_order_snapshot_stale,,,,,3
T7,2026-09-15T09:29:24.893+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:29:25.370+00:00,False,no_pending_claimable,,105,9,282,3
T2,2026-09-15T09:29:25.398+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:29:31.018+00:00,False,no_pending_claimable,,105,9,293,3
T1,2026-09-15T09:29:34.026+00:00,False,no_pending_claimable,,104,8,284,3
T5,2026-09-15T09:29:40.303+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:29:43.530+00:00,False,no_pending_claimable,,103,8,285,3
T10,2026-09-15T09:29:45.580+00:00,False,no_pending_claimable,,103,8,293,3
T5,2026-09-15T09:29:47.011+00:00,False,no_pending_claimable,,,,,0
T9,2026-09-15T09:29:49.240+00:00,False,no_pending_claimable,,103,8,296,3
T1,2026-09-15T09:29:51.053+00:00,False,no_pending_claimable,,,,,0
T4,2026-09-15T09:29:52.527+00:00,False,no_pending_claimable,,103,8,296,3
T10,2026-09-15T09:29:52.993+00:00,False,no_pending_claimable,,,,,0
T8,2026-09-15T09:29:57.904+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:29:58.605+00:00,False,no_pending_claimable,,104,7,296,3
T5,2026-09-15T09:30:00.772+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:30:03.785+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:30:04.464+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:30:04.553+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:30:06.865+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:30:06.909+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:30:08.268+00:00,False,no_pending_claimable,,105,6,293,3
T8,2026-09-15T09:30:12.567+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:30:14.271+00:00,False,no_pending_claimable,,104,7,296,3
T10,2026-09-15T09:30:18.970+00:00,False,no_pending_claimable,,103,8,293,3
T8,2026-09-15T09:30:19.485+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:30:21.029+00:00,False,no_pending_claimable,,,,,0
T10,2026-09-15T09:30:26.191+00:00,False,no_pending_claimable,,,,,0
T5,2026-09-15T09:30:33.396+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:30:33.408+00:00,False,no_pending_claimable,,103,8,296,3
T3,2026-09-15T09:30:35.275+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:30:40.759+00:00,False,factory_mutation_lock_busy,,,,,3
T4,2026-09-15T09:30:40.785+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:30:41.242+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:30:41.921+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:30:42.539+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:30:44.502+00:00,False,factory_mutation_lock_busy,,,,,3
T8,2026-09-15T09:30:46.308+00:00,False,no_pending_claimable,,103,8,295,3
T8,2026-09-15T09:30:56.494+00:00,False,no_pending_claimable,,102,8,295,3
T5,2026-09-15T09:31:07.488+00:00,False,no_pending_claimable,,102,7,295,3
T8,2026-09-15T09:31:10.844+00:00,False,factory_mutation_lock_busy,,,,,3
T3,2026-09-15T09:31:13.491+00:00,False,no_pending_claimable,,101,8,295,3
T4,2026-09-15T09:31:16.786+00:00,False,factory_mutation_lock_busy,,,,,3
T2,2026-09-15T09:31:19.845+00:00,False,factory_mutation_lock_busy,,,,,3
T1,2026-09-15T09:31:20.169+00:00,False,factory_mutation_lock_busy,,,,,3
T7,2026-09-15T09:31:20.760+00:00,False,factory_mutation_lock_busy,,,,,3
T10,2026-09-15T09:31:21.446+00:00,False,factory_mutation_lock_busy,,,,,3
T5,2026-09-15T09:31:23.322+00:00,False,factory_mutation_lock_busy,,,,,3
T9,2026-09-15T09:31:24.779+00:00,False,no_pending_claimable,,101,7,295,3
T3,2026-09-15T09:31:27.353+00:00,False,no_pending_claimable,,100,8,295,3
T9,2026-09-15T09:31:31.519+00:00,False,no_pending_claimable,,,,,0
T3,2026-09-15T09:31:35.132+00:00,True,,c10e8ca8-5173-4b82-877e-f9837d3f7875,,,6,3
T9,2026-09-15T09:31:38.561+00:00,False,claim_spacing_wait,,,,,0
T8,2026-09-15T09:31:42.923+00:00,False,claim_spacing_wait,,,,,0
T2,2026-09-15T09:31:47.207+00:00,True,,11060418-0a61-470a-8eeb-350ff4bdfa88,,,26,1
T4,2026-09-15T09:31:50.046+00:00,False,claim_spacing_wait,,,,,0
T8,2026-09-15T09:31:52.294+00:00,False,claim_spacing_wait,,,,,0
T9,2026-09-15T09:31:53.693+00:00,False,claim_spacing_wait,,,,,0
T7,2026-09-15T09:31:54.534+00:00,False,claim_spacing_wait,,,,,0
T1,2026-09-15T09:31:56.905+00:00,False,claim_spacing_wait,,,,,0
T5,2026-09-15T09:31:57.088+00:00,False,claim_spacing_wait,,,,,0
T10,2026-09-15T09:31:57.802+00:00,True,,de326c7b-0b4d-4f03-a921-e41dbd69f09c,,,27,1
