cell_key,work_item_id,start,length,exit,year,status,verdict,error,window_admissible
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s9_l3_x18,32591dba-54a1-5b16-b489-a890d8b67f02,9,3,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s9_l3_x18,861f1037-2c58-5ff2-b8da-637036ac1d30,9,3,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s9_l3_x18,eb6a6df1-b1e4-5332-8754-18b9849829a2,9,3,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s9_l3_x18,8c34185c-3b1c-5957-a67e-3b00379639c0,9,3,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s9_l3_x18,577dc2b8-8bd7-505c-b0ce-16d725f5cf9a,9,3,18,2025,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2019:s9_l4_x18,37bc7a35-8453-5f52-9d53-497ce372aa95,9,4,18,2019,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2020:s9_l4_x18,fed8be88-9e07-595c-a263-18fde9a4ec06,9,4,18,2020,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2021:s9_l4_x18,8197ddbd-2502-5128-9ea0-be07c7ce7cbe,9,4,18,2021,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2022:s9_l4_x18,2bdf0b1f-72e5-54ed-a42c-22470bfacad2,9,4,18,2022,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2023:s9_l4_x18,8b73ce32-291f-5871-b937-e87f23e616f6,9,4,18,2023,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2024:s9_l4_x18,d361e256-7bcf-52c8-8892-e8c1ad7d3043,9,4,18,2024,NOT_ENQUEUED,,,UNDETERMINED
WINSWEEP_QM5_41398_USDJPY_DWX_2019_2025:2025:s9_l4_x18,6bea57aa-3f66-51f2-8f61-be2a23eed483,9,4,18,2025,NOT_ENQUEUED,,,UNDETERMINED
